county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Crook,Oregon,321,-0.557458662230346,0.803921568627451,14323.307535641548,219.76171079429736,15.510580476059062,39.503054989816704,3.790354354085947,4.861447212186632,14.298130775179226,4.60293890399613,233.02364513896129,269.04521384928717,2770.401486474338,2241.1024772123087,1534.294437562351,2241.1024772123087
Crosby,Texas,182,0.018466938177166336,0.5,5987,104,15.568249799,39,4.4113596233,6.650758020654607,25.491516215,4.5206547155,83.073727934,322.1,5341.4469236,3039.9198262902955,1737.0970435944546,3039.9198262902955
Cross,Arkansas,927,0.024353140557443108,0.5,17329,362,20.48800941,40,4.5237471168,28.114135198475548,23.667438515,4.1661067061,664.31748599,486.3,4806.4085447,5349.4142766460845,2088.9837844076405,5349.4142766460845
Crow Wing,Minnesota,3895,0.03051723191630309,0.5,63321,780,17.404665163,49,4.2548456867,63.42396862748387,12.269786509,3.9215686275,200.04252873,268.5,2260.2168474,6151.197864847365,1231.8188278770076,6151.197864847365
Cullman,Alabama,4906,0.029698509278996237,0.5,81316,1501,17.901071221,41,4.4355847084,110.6494459313611,21.786493693,3.2804652392,129.39228552,233.2,4172.8234529,6033.252988341777,1845.8851886467608,6033.252988341777
Culpeper,Virginia,2294,0.025395152144259463,0.4,48952,654,16.058022577,50,3.9949421085,129.07866322577797,14.784069302,2.8455620812,159.13721277,407.6,2136.870222,4686.223239091355,1336.002614806341,4686.223239091355
Cumberland,Maine,9916,-1.5802848926523936,0.9967405475880052,139271.86203569706,1783.268210323203,17.41949411140328,42.2392667631452,4.576308301952532,225.842246574282,17.755334537181138,4.213507423026966,238.702245202986,456.6437530149542,2678.0939766906995,7119.88757460456,1280.422466001158,7119.88757460456
Cuming,Nebraska,629,0.023702202184377883,0.5,9055,81,13.068475377,26,3.6785039107,15.86874514063344,12.463198004,2.4612773181,22.12511754,110.6,1332.0177601999999,6946.438431805632,894.533406957482,6946.438431805632
Currituck,North Carolina,382,0.019806207699693056,0.6,24864,360,15.372268443,47,3.7321101528,94.92333275577464,13.642424512,3.6088901929,171.1885662,227.9,1518.7997777,1536.3577863577864,1447.8764478764479,1536.3577863577864
Curry,New Mexico,3359,-9.389458144910309,0.9741219963031423,36821.07414829659,543.6573146292585,17.083750306547095,37.078156312625254,4.541791667611222,25.13763297707743,19.110031521178357,5.070363816961923,261.6158975309419,465.00941883767536,4237.432893108216,9122.493239799724,1476.4841254757612,9122.493239799724
Custer,Oklahoma,2198,-1.2079391835908753,0.9743589743589743,16107.601851851852,222.78587962962962,15.68440245836227,44.31018518518518,4.318217830741666,11.913215082552176,14.752031736888888,2.81286008900081,138.3312052013287,348.8915509259259,2998.27559786331,13645.730880461893,1383.1101716983183,13645.730880461893
Cuyahoga,Ohio,44501,0.03125676575642265,0.7272727272727273,1258710,18712,20.03452224,49,5.6341701989,2753.382989098595,18.480357175,5.2350804291,645.9945915,884.6,2590.4846107000003,3535.4450191068636,1486.6013617115937,3535.4450191068636
Dade,Georgia,577,-5.4609964133802205,0.987012987012987,12770.851063829787,217.19621749408984,17.89632725169267,42,4.397134392570449,61.89699148712799,18.21072955352482,3.2522961937508277,321.18335526118204,191.78817966903074,2432.6836900527187,4518.101394465455,1700.7184283061863,4518.101394465455
Dakota,Minnesota,23961,-0.9904407923372587,0.9805825242718447,228041.43564356436,1768.1762376237623,15.241374531849505,48.77623762376238,3.8999575784342575,424.93882429406415,14.889437052901782,2.9720876406235646,184.73155770728712,440.589702970297,2266.8658640922777,10507.300979043022,775.3749807063463,10507.300979043022
Dale,Alabama,2473,0.028548413296813555,0.5,49607,859,20.057394929,41,5.0630993588,88.4061746916208,23.433107031,4.2047713718,436.72141878,747.6,3292.6593066,4985.183542645191,1731.6104582014634,4985.183542645191
Dallam,Texas,435,0.021196145059614785,0.5,7052,82,15.784335086,27,3.4189292676,4.691540000041277,21.242602359,2.036809816,640.53470723,333,7051.2820513,6168.462847419172,1162.7906976744187,6168.462847419172
Dallas,Texas,144645,-36.45520360327296,0.999786893979755,560052.1439749609,5929.87323943662,18.309568873795776,40.49921752738654,4.522919514104773,652.1839805619887,20.31783710631377,4.03929119599734,501.44896292539124,581.1165884194053,3010.0326741859158,25827.05941867921,1058.8073455713322,25827.05941867921
Dane,Wisconsin,29493,0.030399415303787126,0.5,516818,4107,12.442923628,65,4.2516766678,431.9663048882524,11.990547123,2.2265267991,226.96119188,489,953.77047814,5706.651084134067,794.6704642640155,5706.651084134067
Danville city,Virginia,1684,0.026084381575524763,0.5,42360,948,20.799102398,50,5.1089903181,987.178783786891,21.940664145,5.0513305072,622.76949257,1004.1,4047.5618544,3975.448536355052,2237.9603399433427,3975.448536355052
Dare,North Carolina,695,0.023024564927030457,0.6666666666666666,35187,568,15.757820204,48,3.7077609651,91.82062288543618,14.155566273,5.1130925394,246.60566913,299.2,1777.7039375000002,1975.161281154972,1614.2325290590275,1975.161281154972
Darke,Ohio,2859,0.02529080603504798,0.75,52185,771,18.42348452,40,3.5780201017,87.248571527151,16.364540924,3.9164794298,114.27405367,192.1,2568.9655172,5478.5858005173905,1477.4360448404714,5478.5858005173905
Darlington,South Carolina,3135,0.027838267165860683,0.5714285714285714,67689,1452,18.676525002,37,5.2599003409,120.62564162588744,23.455379449,4.078308848,675.85593597,884.6,3683.0999425,4631.4763107742765,2145.10481762177,4631.4763107742765
Dauphin,Pennsylvania,8618,0.029932530314998637,0.75,271962,3538,18.523623861,50,4.1595599393,517.9661094829249,17.386853318,3.9770213423,402.82863765,667,2695.7683742,3168.825056441709,1300.9170398805716,3168.825056441709
Davidson,Tennessee,49027,-6.2725056621542645,0.9940119760479041,421653.75939849624,5770.187969924812,17.98524267431579,50.46616541353384,4.333773820125564,822.6830343740909,17.081327580789473,3.1307074253015035,653.1660285142857,533.6323308270677,2857.1556761458646,11627.31243519297,1368.4659133968557,11627.31243519297
Davie,North Carolina,1339,0.024885442847837533,0.5,41568,625,15.073575689,57,4.1181729835,157.63652420514703,14.894970836,3.4189704015,148.27159435,320.3,2203.765227,3221.227867590454,1503.5604311008467,3221.227867590454
Daviess,Kentucky,3948,-12.277850220368464,0.9655172413793104,48239.99188092016,721.1041948579161,19.19358296673613,40.89986468200271,4.23813121772341,105.75939155211373,19.22451694929905,3.242385435425981,162.09038459550743,328.16265223274695,3123.431828057646,8184.080979419711,1494.82652616931,8184.080979419711
Davis,Utah,17846,-19.185823566341185,0.9966666666666667,186548.51821862347,1296.838056680162,12.30148956097328,48.10931174089069,3.477124309294737,618.6039146705789,12.27517629037652,2.8111181909987857,107.86210038882591,271.9623481781377,1347.7004995518218,9566.412089687883,695.1746757700573,9566.412089687883
Davison,South Dakota,2468,0.025068515665008523,0.3333333333333333,19824,231,15.107842549,61,4.0660548942,45.519989350797374,12.004603249,2.6373226628,414.54161747,502.4,2464.9479873,12449.55609362389,1165.2542372881355,12449.55609362389
Dawes,Nebraska,472,0.02092860065453868,0.5,9082,96,14.954954992,40,3.689955571,6.503573980180254,13.224712705,2.6785714286,143.65434554,517.4,751.01097631,5197.093151288263,1057.0358951772737,5197.093151288263
Dawson,Georgia,2106,-4.353097261484426,0.9988235294117647,18210.786552828176,235.36286019210246,14.815519402791889,34.93596584845251,4.311205333890288,41.36843394641299,17.77674853647919,3.324573664896051,232.23883021475987,282.9767342582711,4098.998782317076,11564.574621149099,1292.4365430857795,11564.574621149099
De Soto,Louisiana,1366,0.02230835438908213,0.6,27047,462,22.027191121,35,6.671915298,30.8613165476594,23.00137157,5.7466989027,448.14104456,757.1,3838.4177003,5050.467704366473,1708.1376862498614,5050.467704366473
De Witt,Illinois,665,0.02113032982956722,0.5,16322,231,15.47872977,43,3.777802222,41.05673485550132,13.917358386,5.0778158797,188.23201339,213.3,2708.4601339,4074.2556059306457,1415.2677367969611,4074.2556059306457
Deaf Smith,Texas,2114,0.02663307376040868,0.5,19039,217,14.667277633,35,3.8539209436,12.719622520207862,25.437416955,2.8085909842,310.11826544,398.2,7883.4115806,11103.524344766007,1139.7657439991597,11103.524344766007
Decatur,Georgia,1645,-4.159078814565309,0.9760765550239234,19689.229838709678,390.2056451612903,20.869679339268146,40.83064516129032,5.753060287606854,40.482606035054275,21.508078122987904,4.718598937980645,473.8861495627016,726.3816532258064,4344.248917313306,8354.821460643807,1981.8227952935624,8354.821460643807
Deer Lodge,Montana,757,0.02225399390630852,0.6666666666666666,9176,174,18.76629567,45,4.6400185378,12.455857649402326,17.688345802,3.5582344935,389.84243868,230.6,1981.5059445,8249.782040104621,1896.2510897994769,8249.782040104621
Defiance,Ohio,1709,0.02414147301138656,0.6,38488,520,17.536359122,49,3.422679688,93.54245139773698,15.867334277,4.4190665343,124.39171086,411.5,2463.2768362,4440.345042610684,1351.0704635210975,4440.345042610684
DeKalb,Georgia,29064,-3.346607999124093,0.9927007299270073,168594.004536617,1888.948152948801,19.218017382941024,46.01101749837978,4.57698851574906,552.5121347981637,19.129827376614386,3.781671678948347,302.2190293493843,399.649254698639,2899.9161992654567,17239.04718906394,1120.4124121380246,17239.04718906394
Del Norte,California,411,0.021289085194729288,0.5,27628,511,15.132244804,36,5.0737902988,27.45720230873107,17.683363319,5.5114948298,609.10920066,364,4246.9524184,1487.6212538004922,1849.5728970609528,1487.6212538004922
Delaware,Pennsylvania,21560,-3.9496484302629287,0.9935897435897436,167307.1782051282,2026.5211538461538,17.208006061965385,49.54358974358974,4.384500365904039,677.4686472616244,16.525592920908974,3.723140450558974,213.54151101421667,364.64916666666664,1733.5049083316283,12886.476379134314,1211.2577449375915,12886.476379134314
Delta,Colorado,2613,-5.163826862499814,0.9861111111111112,24281.850066934403,378.9598393574297,16.042394291807227,40.64524765729585,4.552645110317671,26.084153655513497,16.4635219808581,4.23009591061245,97.75290189988353,294.65354752342705,3123.0484151087016,10761.124019780642,1560.6711939691734,10761.124019780642
Dent,Missouri,547,0.027402691182786865,0.5,15578,279,22.088572976,27,4.8682787713,20.694507390459822,21.95301244,3.3069849976,92.654717403,148.6,4006.4102564000004,3511.3621774297085,1790.987289767621,3511.3621774297085
Denton,Texas,25645,0.03234034722891755,0.8,754650,5705,13.069650279,52,4.0859346501,858.9888126323059,14.428852499,3.1746130416,170.03344034,305.3,1464.2223167999998,3398.2640959385144,755.9795931888955,3398.2640959385144
Denver,Colorado,38825,0.03288998056287415,0.47058823529411764,663303,6723,14.664503351,48,5.0739968931,4325.864548967342,15.084856657,3.1844618802,631.46154365,983.2,3051.801703,5853.282738054856,1013.5639368433431,5853.282738054856
Des Moines,Iowa,3063,0.026294826486331475,0.6666666666666666,40114,545,18.690601423,58,4.1955888286,96.40289703818124,15.077355207,3.2596401028,517.56236813,621.6,3377.3678963,7635.738146283094,1358.6279104552027,7635.738146283094
Deschutes,Oregon,2685,0.02637288358899472,0.6666666666666666,170813,1753,13.575481588,52,4.0267430419,56.605465891637856,12.975753235000001,4.2152945988,168.56831604,360.1,1455.5867088,1571.8944108469495,1026.2684924449545,1571.8944108469495
Desha,Arkansas,629,0.021953804588479925,0.5,12234,267,24.25184846,38,5.1226720025,15.926680124825664,31.97991039,4.5379386368,730.14190661,799,4892.8571429,5141.409187510218,2182.4423737126044,5141.409187510218
DeSoto,Mississippi,10863,-1.4037797310477331,0.9655172413793104,103534.13846153846,1434.8461538461538,18.2914937968,46.05384615384615,3.8261230278973075,208.14427088361387,21.781091733565383,3.8005684819088463,300.0025721160769,400.9573076923077,3481.1601731561536,10492.191427309224,1385.867671443637,10492.191427309224
Dewey,Oklahoma,1086,-1.0121602360047495,0.9245283018867925,5201.103773584906,93.73113207547169,23.573908949099057,38.556603773584904,4.91861055503066,3.8301350778908465,21.789857212396225,4.8712368900537735,23.149653903179242,1133.5075471698112,5064.845039778774,20880.183270241985,1802.1392411262484,20880.183270241985
DeWitt,Texas,1257,0.024231268932617366,0.5,20660,340,15.261431491,29,5.5021714172,22.728873415013897,21.848624732,3.1479967294,537.75057016,459.8,4725.5722373,6084.220716360116,1645.6921587608906,6084.220716360116
Dickenson,Virginia,315,0.029566004951007332,0.6666666666666666,15304,335,20.793021948,39,5.7000160462,46.29928528774068,21.287965281,5.2057842047,194.84164988,223.2,3761.7554859,2058.2854155776267,2188.97020386827,2058.2854155776267
Dickinson,Iowa,1463,-2.9473995383488005,0.972972972972973,18171.881147540982,209.11475409836066,16.56160888093238,45.627049180327866,4.402930520715369,34.23904879441899,14.128425497682377,3.3252976173514344,141.6036040002049,249.55532786885246,1848.0897273202868,8050.900113871662,1150.760080370975,8050.900113871662
Dickson,Tennessee,3078,0.026682766647746804,0.3333333333333333,50926,959,21.30032911,50,4.2525992542,103.9527648333872,19.145919265,3.0201470084,497.12371446,293.3,3370.6807269,6044.063935907002,1883.124533637042,6044.063935907002
Dillon,South Carolina,1584,0.024005740740965103,0.6666666666666666,31273,663,21.872837224,42,6.0245814978,77.24836100942501,24.224177116,4.7709022201,913.61592807,1014.2,5078.070052,5065.0721069293,2120.039650816999,5065.0721069293
Dimmit,Texas,388,0.02098150224181522,0.6666666666666666,10842,137,17.068464543,33,6.2429143678,8.158725213121507,34.340910676,3.0213110332,84.992171774,806.3,5280.6376619,3578.675521121564,1263.6045010145729,3578.675521121564
Dinwiddie,Virginia,691,0.02419264404174881,0.5,28155,404,17.540486037,49,4.3092701007,55.89427314302318,17.046353424,3.5115070527,250.1754828,563.7,1593.3232170000001,2454.270999822412,1434.913869650151,2454.270999822412
District of Columbia,District of Columbia,22480,0.030888121796150792,0.75,659009,8387,15.965592149,38,7.2184594421,10777.799777027656,13.033793656,5.5534959591,1226.4348766,1312.3,2711.5912358,3411.182548341525,1272.6685068033971,3411.182548341525
Dixie,Florida,979,0.0255931165392456,0.5,16084,386,24.651650474,30,4.4493225971,22.810812657265902,24.45111594,4.226571973,499.22816698,521.8,4179.5665635,6086.794329768714,2399.9005222581445,6086.794329768714
Doddridge,West Virginia,130,0.032214908244669285,0.5,8363,126,20.824101008,37,4.3214975277,26.157288496425572,19.199608278,3.9818548387,270.83589807,140.2,3744.7988904,1554.4661006815736,1506.636374506756,1554.4661006815736
Dodge,Minnesota,9205,-0.7481016488343663,0.9076682316118936,41618.12573099415,524.2222222222222,16.47705348546686,52.258284600389864,4.0470571644591615,64.75314178250954,14.185129079365497,3.3753864974004872,190.3249624375809,441.97358674463936,2442.9805147997076,22117.76681030301,1259.6007461042861,22117.76681030301
Doña Ana,New Mexico,14506,0.03320041465981823,0.6,213825,2187,16.428989415,40,5.3646490902,56.14911627013526,25.121962458,5.6526366915,282.71952821,724.1,3743.9994685,6784.052379282123,1022.7990178884602,6784.052379282123
Doniphan,Kansas,547,0.021450863615130617,0.6666666666666666,7793,101,15.727384361,39,4.4892493761,19.80909822266765,14.279410105,3.5398230088,109.28961749,323.5,1470.5882353,7019.119722828179,1296.034903118183,7019.119722828179
Dooly,Georgia,505,0.01781941765383969,0.625,14089,212,19.582000777,35,4.8249585512,35.946835812948116,23.522594373,4.6150862905,155.11025405,422.2,3433.1337325,3584.3565902477108,1504.7199943218113,3584.3565902477108
Door,Wisconsin,1767,0.027036515654948922,0.5,27669,351,13.029937925,40,3.6530821072,57.409042982270336,11.839464356,3.6066843022,43.30097788,174.7,1134.6606722000001,6386.20839206332,1268.5677111568905,6386.20839206332
Dorchester,South Carolina,6094,-2.106440028609149,0.9807692307692307,91966.17878192534,1263.1866404715129,17.62490561788212,46.923379174852656,4.48922551637328,162.0864803099747,17.073926294726913,4.086339906235756,458.9050067765422,547.1793713163065,2872.396400797839,6626.349034736333,1373.5338982245225,6626.349034736333
Dougherty,Georgia,3889,0.02039745020833789,0.6818181818181818,92326,1576,21.607553194,40,5.5432535954,280.9446808035614,25.38788847,5.1249967415,940.76351189,1270.4,4282.2608494999995,4212.247904165673,1706.9947793687586,4212.247904165673
Douglas,Nebraska,42910,-8.503632087697985,0.999774062358789,138335.2399293286,1412.6109540636041,15.473731682353003,47.07385159010601,4.168949403360636,317.8929061471853,14.866882215398057,3.9427768416172437,213.5344644785643,377.986148409894,1984.7620477576857,31018.849587365774,1021.150470975628,31018.849587365774
Drew,Arkansas,913,0.024318691812959706,0.5,18688,321,20.831699776,43,6.0871198942,22.560415970529533,25.466292777,5.0019337373,361.86573717,603.9,3262.7361191,4885.48801369863,1717.679794520548,4885.48801369863
Dubois,Indiana,2849,0.02831688871730048,0.5,42345,486,16.956285785,45,4.0310785405,99.10594263296817,15.618475801,2.4831956159,395.26610709,284.3,2437.3119358,6728.06706813083,1147.7151965993623,6728.06706813083
Dubuque,Iowa,9547,0.032034556095723754,0.5,96359,922,16.403689039,56,4.046745652,158.40726941155927,11.621486435,2.4142864905,210.33963665,274.1,1687.7637131000001,9907.740844134954,956.8384893990183,9907.740844134954
Duchesne,Utah,557,0.022770918560747123,0.5,20078,226,11.347414753,40,3.752393541,6.205834437433835,13.79511336,4.5960642154,423.89940086,164.8,3907.7764752,2774.1806952883753,1125.6101205299333,2774.1806952883753
Dunklin,Missouri,1745,0.026039934738767357,0.5,31271,670,25.767353247,37,5.1878424404,57.79457984048977,30.353989914,5.5032226078,502.12561161,444.9,6099.1472756,5580.250071951648,2142.560199545905,5580.250071951648
Dunn,Wisconsin,3081,-1.0879583062004916,0.8970539556438265,24471.286821705427,242.4418604651163,16.808419878503877,42.10077519379845,4.423379038427131,27.34276475887587,13.533138839387597,2.3421543148953488,172.88685971224805,300.24573643410855,1381.9195536271318,12590.26557306839,990.719704409154,12590.26557306839
DuPage,Illinois,49311,0.03274435785662118,0.8076923076923077,930514,7045,12.257496254,52,4.2341054456,2841.1124920084003,12.902530389,3.1306399292,88.585961321,268.2,872.0363302000001,5299.329187954185,757.1084368424333,5299.329187954185
Duplin,North Carolina,3479,0.028875293986290688,0.5,59121,788,21.303396198,43,4.7979594407,72.56450763404374,26.352486893,4.329351399,235.79104503,469.2,3735.4562156,5884.541871754537,1332.8597283537154,5884.541871754537
Durham,North Carolina,11888,0.02717773324042437,0.9166666666666666,294618,2964,14.789372254,58,4.8303532141,1028.7403339306209,16.679165742,3.4813789482,665.93156185,877.9,2224.9487529,4035.0555634754155,1006.0485102743213,4035.0555634754155
Dutchess,New York,7798,0.028637228756227543,0.6666666666666666,295905,3166,15.040865509,50,4.6646839208,371.91190432014366,14.696919039,3.6857170648,203.66598778,363.7,814.6060151500001,2635.3052499957757,1069.937986853889,2635.3052499957757
Duval,Florida,46112,-96.82968057032264,0.9989637305699481,485374.4930417495,7446.049701789264,17.89857777571372,38.79522862823062,4.818617466650298,632.3918121490541,25.688660507797216,4.374579610397615,634.1599665601193,1160.0852882703778,4276.382318282902,9500.2932088633,1534.083436302202,9500.2932088633
Dyer,Tennessee,3335,0.028623878692728116,0.5,37970,800,22.953545083,49,4.4989142524,74.11180715923538,20.921690203,4.5692468748,771.41430336,635.3,4389.380531,8783.249934158546,2106.926520937582,8783.249934158546
Eagle,Colorado,2498,0.024746959500391068,0.6363636363636364,52894,246,12.546902347,52,3.5153954471,31.40014120656398,12.262054388,2.7315160052,144.27581038,314,1809.9547511,4722.6528528755625,465.0811056074413,4722.6528528755625
Early,Georgia,706,0.019456725319710187,0.6,10480,215,21.019109913,34,5.5543543998,20.445042606188977,24.8050232,4.5833333333,776.9145394,913,4534.4129555,6736.641221374046,2051.5267175572517,6736.641221374046
East Baton Rouge,Louisiana,20941,0.031673686757780005,0.6666666666666666,445337,6265,18.269947005,48,5.5247586571,978.0149045997254,19.990470496,4.3174032829,583.48048179,909.1,2727.9304078,4702.281642890664,1406.7997943130708,4702.281642890664
East Carroll,Louisiana,849,0.021965719340102424,0.8,7419,149,31.848086764,17,6.1824068418,17.634720280443823,37.462276572,10.346585117,640.10895472,547.3,6357.615894,11443.590780428629,2008.3569214179809,11443.590780428629
East Feliciana,Louisiana,2206,0.02305547972318938,0.3389830508474576,19756,391,20.675796687,42,5.6129163047,43.572775788143865,20.701473383,4.6703296703,431.48568948,577,2951.5938607,11166.227981372747,1979.145576027536,11166.227981372747
Eastland,Texas,407,0.019384658635157773,0.3333333333333333,18252,320,15.130464026,40,4.7269086358,19.700156714965896,18.54509811,3.3700137552,213.21347279,249.9,3694.9006050000003,2229.892614507999,1753.2325224632916,2229.892614507999
Eaton,Michigan,3531,0.025911541359951325,0.5,108544,1330,17.176635533,47,3.6373996201,188.71390912421828,14.071035291,3.4692731548,244.27466709,388,1525.3823625,3253.0586674528304,1225.3095518867924,3253.0586674528304
Eau Claire,Wisconsin,8195,0.03197223829149113,0.5,101907,1034,16.445144577,58,4.419917821,159.7483476487328,13.054937601,2.6062753036,141.68596527,483.3,1073.6562255000001,8041.6458143209,1014.6506128136438,8041.6458143209
Echols,Georgia,303,0.019872822475108066,0.6037735849056604,4025,41,19.094551686,42,5.1426110673,9.701266977899715,22.226981684,3.2105263158,86.270643333,203.3,1645.1233843,7527.9503105590065,1018.6335403726708,7527.9503105590065
Ector,Texas,9754,0.029262799423440507,0.5714285714285714,153177,2083,14.225831664,39,4.3596036929,170.62779633945584,20.904542569,2.6887656815,809.23472215,581.8,6610.330121600001,6367.796731885335,1359.864731650313,6367.796731885335
Eddy,New Mexico,3191,0.029291404621560824,0.5,56369,887,15.530870366,40,4.4782212719,13.497147883290502,19.44133274,3.3305711372,567.4680909,589.5,5676.8233629,5660.912913126009,1573.5599354254998,5660.912913126009
Edgar,Illinois,914,0.030422741993814752,0.5754310344827587,17828,268,15.360290299,32,4.0930221594,28.599205747641022,14.654341529,4.6739130435,293.76663913,300.1,2788.6224205000003,5126.76688355396,1503.2533094009423,5126.76688355396
Edgecombe,North Carolina,2637,0.027567448049934124,0.6666666666666666,54669,1098,20.794787648,53,5.2165445026,108.162952605471,24.725769774,6.761418518,481.02109825,949.8,4393.4313473,4823.57460352302,2008.450858804807,4823.57460352302
Edgefield,South Carolina,1216,0.0244531383986343,0.5,26388,380,16.655441499,47,6.0156595839,52.73402154488896,18.941104075,3.4731448093,98.651135437,599.4,3129.3881645,4608.155222070638,1440.0485068970745,4608.155222070638
Edmonson,Kentucky,431,0.019819369523520834,0.5,12086,222,21.710388229,42,4.6854321843,39.9029615306794,22.591101959,5.2999178307,83.312505207,294.5,3284.8232848000002,3566.1095482376304,1836.8360086049975,3566.1095482376304
Effingham,Georgia,3040,-1.8486443690068948,0.9473684210526315,45421.98816568047,619.2307692307693,15.716241659857989,36.57396449704142,4.01905312079645,95.00575535823118,14.201168475195267,3.5184379455946746,148.65834425615384,281.212426035503,2573.2917182278106,6692.793782851045,1363.2841587032115,6692.793782851045
El Dorado,California,2740,0.02508921533811443,0.6666666666666666,183000,1968,11.220360679,45,4.8719885604,107.15138443803308,12.034088656,3.5702977432,217.58394569,238.1,1007.2501295000001,1497.2677595628415,1075.4098360655737,1497.2677595628415
El Paso,Colorado,89100,-0.6848182971660837,0.9433962264150944,748291.9001848429,7491.031423290204,14.053257370036969,39.090573012939004,4.501752906666543,564.447099132353,19.60544097977634,4.085214548287061,382.0820158016636,558.0608133086877,3310.73078819464,11907.118061546642,1001.0841252510913,11907.118061546642
Elbert,Colorado,1266,-0.6415627985187775,0.8888888888888888,21871.68118811881,300.8891089108911,15.221132380170298,36.61584158415842,4.347458294096436,33.62399407904179,15.250512564823763,3.8044864947843564,176.97850270532456,317.62633663366336,2325.231482948218,5788.306756627925,1375.7017868125326,5788.306756627925
Elk,Pennsylvania,613,0.022252745743906108,0.3333333333333333,31111,443,17.313272262,51,3.990022733,37.602690980734856,15.561453006,3.8597599495,106.50486534,109.3,2367.4395979,1970.364179872071,1423.9336569059176,1970.364179872071
Elkhart,Indiana,19114,0.0338302181471658,0.75,201640,2373,19.885998828,51,3.7786348308,435.3442952503569,19.81106105,2.5905889031,357.31477943,509.7,3701.8141745999997,9479.269986113866,1176.8498313826622,9479.269986113866
Elko,Nevada,3041,0.028020336634707616,0.5,52029,547,17.184164044,36,3.8192481464,3.0303665959422994,17.700705795,3.2709591867,403.76345096,326.7,3409.0909091,5844.817313421361,1051.3367545022968,5844.817313421361
Elliott,Kentucky,660,0.027986740346385545,0.5,7661,137,27.281702655,37,5.4681767427,32.69515120319929,28.989108092,9.2753623188,26.34872538,66.5,5966.3865546,8615.063307662185,1788.27829265109,8615.063307662185
Ellis,Texas,7817,-18.025099420154962,0.9995302959135745,74457.08383233532,873.9820359281437,15.266864772154191,48.468562874251496,4.625365413572156,79.75166663776376,16.600929770303892,2.6903964331883232,199.13386636991018,386.9315868263473,2550.9994644761973,10498.665268173212,1173.806427735207,10498.665268173212
Ellsworth,Kansas,780,0.026155976188947702,0.6,6375,89,15.133026262,28,4.576585695,8.905559328384678,15.857439494,2.7920646583,98.212531919,110.6,1453.7902388,12235.29411764706,1396.078431372549,12235.29411764706
Elmore,Alabama,4400,-2.8512260022205056,0.9434782608695652,54431.85493230174,786.0599613152805,16.558777880464216,31.26305609284333,4.1699182851313346,71.7044330807108,17.566612188603482,3.356166050168472,210.79957577864604,494.55106382978727,3242.2218165549325,8083.501849188108,1444.117534287455,8083.501849188108
Emanuel,Georgia,1455,0.026626313213388073,0.5,22723,503,21.225064957,33,5.1446793003,33.38645421689471,23.579846365,5.8865929841,371.15828543,656.9,5474.6044963,6403.203802314835,2213.6161598380495,6403.203802314835
Emery,Utah,363,0.0217189451275562,0.5,10570,148,11.552694972,33,3.7567900759,2.3687471081727822,13.037483004,4.7904191617,166.60319878,79.4,1818.8707844,3434.247871333964,1400.1892147587512,3434.247871333964
Emmet,Michigan,1122,-0.4809702668753566,0.9523809523809523,22759.478448275862,290.0301724137931,17.170500936456897,51.2198275862069,4.096253486916379,50.368301725591635,14.679786044530173,4.491894835167241,270.4957644863362,331.3383620689655,1943.8882062918103,4929.814198290633,1274.3269713887678,4929.814198290633
Emporia city,Virginia,341,0.020208868887261415,0.5,5565,95,23.625174335,45,5.9291053584,806.4946753256276,29.20369107,4.7395388557,596.71348572,1060.2,2274.5735175,6127.583108715185,1707.0979335130278,6127.583108715185
Erath,Texas,1514,0.025098090118496418,0.5714285714285714,40641,454,15.636347626,47,5.6935483871,37.52319356282879,19.089107038,3.0744803695,151.06476293,674.3,1866.9278325,3725.3020348908735,1117.0984965921114,3725.3020348908735
Erie,New York,27903,-10.085655607459366,0.9841986455981941,429302.3431122449,5670.086734693878,18.583824087029335,48.31887755102041,4.586020546492985,514.2914093975169,17.116778849135205,4.905102121568367,258.99508716125,497.09375,2174.3369904408164,6499.615119199224,1320.7677120018382,6499.615119199224
Escambia,Florida,17335,-5.089017289878635,0.9895833333333334,176614.914893617,3041.2340425531916,21.306156798659575,36.02127659574468,4.674818409317021,260.2620114708969,22.36369721180851,4.0456426526446805,555.254402429149,577.2787234042553,3784.012776317021,9815.139344512121,1721.957652548802,9815.139344512121
Essex,Massachusetts,38467,-59.382360288892556,0.9997644287396937,340921.8579277865,3709.678178963893,14.417724709755102,48.42072213500785,5.020595733045683,1667.238284072132,15.307220145206436,4.210502719814913,281.4493684544537,471.77048665620094,1817.9359081204868,11283.230777226381,1088.131515389568,11283.230777226381
Estill,Kentucky,493,0.029686150234168422,0.5,14406,360,25.155351863,29,5.8997720172,56.9232151893105,26.668145002,5.4835680751,45.21267346,168.1,4311.89364,3422.1852006108566,2498.9587671803415,3422.1852006108566
Etowah,Alabama,7048,0.028615568005711276,0.38095238095238093,103363,2201,20.147398601,36,4.711496399,193.09939053030763,21.483864058,4.1024689066,603.96261974,702.6,4043.2983126000004,6818.687538093902,2129.388659384886,6818.687538093902
